archivo,fila,motivo,registro
deposito.DBF,692,OPERADOR vacio,"{'NUMERO': 693, 'FECHA': datetime.date(2018, 11, 10), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 0, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 0, 'VAL_10K': 0, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 0, 'TOTAL_V': 0}"
deposito.DBF,693,OPERADOR vacio,"{'NUMERO': 694, 'FECHA': datetime.date(2018, 11, 10), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 0, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 0, 'VAL_10K': 0, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 0, 'TOTAL_V': 0}"
deposito.DBF,694,OPERADOR vacio,"{'NUMERO': 695, 'FECHA': datetime.date(2018, 11, 10), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 0, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 0, 'VAL_10K': 0, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 0, 'TOTAL_V': 0}"
deposito.DBF,695,OPERADOR vacio,"{'NUMERO': 696, 'FECHA': datetime.date(2018, 11, 10), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 0, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 0, 'VAL_10K': 0, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 0, 'TOTAL_V': 0}"
deposito.DBF,696,OPERADOR vacio,"{'NUMERO': 697, 'FECHA': datetime.date(2018, 11, 10), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 0, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 0, 'VAL_10K': 0, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 0, 'TOTAL_V': 0}"
deposito.DBF,697,OPERADOR vacio,"{'NUMERO': 698, 'FECHA': datetime.date(2018, 11, 10), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 0, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 0, 'VAL_10K': 0, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 0, 'TOTAL_V': 0}"
deposito.DBF,698,OPERADOR vacio,"{'NUMERO': 699, 'FECHA': datetime.date(2018, 11, 10), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 0, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 0, 'VAL_10K': 0, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 0, 'TOTAL_V': 0}"
deposito.DBF,699,OPERADOR vacio,"{'NUMERO': 700, 'FECHA': datetime.date(2018, 11, 10), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 0, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 0, 'VAL_10K': 0, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 0, 'TOTAL_V': 0}"
deposito.DBF,700,OPERADOR vacio,"{'NUMERO': 701, 'FECHA': datetime.date(2018, 11, 10), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 0, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 0, 'VAL_10K': 0, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 0, 'TOTAL_V': 0}"
deposito.DBF,701,OPERADOR vacio,"{'NUMERO': 702, 'FECHA': datetime.date(2018, 11, 10), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 0, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 0, 'VAL_10K': 0, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 0, 'TOTAL_V': 0}"
deposito.DBF,702,OPERADOR vacio,"{'NUMERO': 703, 'FECHA': datetime.date(2018, 11, 10), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 0, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 0, 'VAL_10K': 0, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 0, 'TOTAL_V': 0}"
deposito.DBF,734,OPERADOR vacio,"{'NUMERO': 735, 'FECHA': datetime.date(2018, 11, 11), 'TURNO': 2, 'OPERADOR': '', 'POR_20K': 3, 'POR_10K': 9, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 20, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 60000, 'VAL_10K': 90000, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 20000, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 170000, 'TOTAL_V': 170000}"
deposito.DBF,740,OPERADOR vacio,"{'NUMERO': 741, 'FECHA': datetime.date(2018, 11, 11), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 1, 'POR_10K': 9, 'POR_05K': 6, 'POR_02K': 4, 'POR_01K': 39, 'POR_05C': 8, 'POR_01C': 5, 'POR_50U': 8, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 20000, 'VAL_10K': 90000, 'VAL_05K': 30000, 'VAL_02K': 8000, 'VAL_01K': 39000, 'VAL_05C': 4000, 'VAL_01C': 500, 'VAL_50U': 400, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 191900, 'TOTAL_V': 191900}"
deposito.DBF,771,OPERADOR vacio,"{'NUMERO': 772, 'FECHA': datetime.date(2018, 11, 12), 'TURNO': 2, 'OPERADOR': '', 'POR_20K': 5, 'POR_10K': 4, 'POR_05K': 6, 'POR_02K': 7, 'POR_01K': 65, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 100000, 'VAL_10K': 40000, 'VAL_05K': 30000, 'VAL_02K': 14000, 'VAL_01K': 65000, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 249000, 'TOTAL_V': 249000}"
deposito.DBF,913,OPERADOR vacio,"{'NUMERO': 914, 'FECHA': datetime.date(2018, 11, 17), 'TURNO': 3, 'OPERADOR': '', 'POR_20K': 5, 'POR_10K': 15, 'POR_05K': 6, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 100000, 'VAL_10K': 150000, 'VAL_05K': 30000, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 280000, 'TOTAL_V': 280000}"
deposito.DBF,925,OPERADOR vacio,"{'NUMERO': 926, 'FECHA': datetime.date(2018, 11, 18), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 5, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 0, 'VAL_10K': 50000, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 50000, 'TOTAL_V': 50000}"
deposito.DBF,968,OPERADOR vacio,"{'NUMERO': 969, 'FECHA': datetime.date(2018, 11, 19), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 2, 'POR_10K': 0, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 40000, 'VAL_10K': 0, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 40000, 'TOTAL_V': 40000}"
deposito.DBF,1027,OPERADOR vacio,"{'NUMERO': 1028, 'FECHA': datetime.date(2018, 11, 22), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 3, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 0, 'VAL_10K': 30000, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 30000, 'TOTAL_V': 30000}"
deposito.DBF,1056,OPERADOR vacio,"{'NUMERO': 1057, 'FECHA': datetime.date(2018, 11, 23), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 2, 'POR_10K': 0, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 40000, 'VAL_10K': 0, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 40000, 'TOTAL_V': 40000}"
deposito.DBF,1074,OPERADOR vacio,"{'NUMERO': 1075, 'FECHA': datetime.date(2018, 11, 23), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 0, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 35, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 0, 'VAL_10K': 0, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 17500, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 17500, 'TOTAL_V': 17500}"
deposito.DBF,1075,OPERADOR vacio,"{'NUMERO': 1076, 'FECHA': datetime.date(2018, 11, 23), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 0, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 35, 'POR_01C': 70, 'POR_50U': 8, 'POR_10U': 5, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 0, 'VAL_10K': 0, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 17500, 'VAL_01C': 7000, 'VAL_50U': 400, 'VAL_10U': 50, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 24950, 'TOTAL_V': 24950}"
deposito.DBF,1123,OPERADOR vacio,"{'NUMERO': 1124, 'FECHA': datetime.date(2018, 11, 25), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 9, 'POR_05K': 7, 'POR_02K': 15, 'POR_01K': 61, 'POR_05C': 11, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 0, 'VAL_10K': 90000, 'VAL_05K': 35000, 'VAL_02K': 30000, 'VAL_01K': 61000, 'VAL_05C': 5500, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 221500, 'TOTAL_V': 221500}"
deposito.DBF,1128,OPERADOR vacio,"{'NUMERO': 1129, 'FECHA': datetime.date(2018, 11, 25), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 0, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 13, 'POR_01C': 18, 'POR_50U': 11, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 0, 'VAL_10K': 0, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 6500, 'VAL_01C': 1800, 'VAL_50U': 550, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 8850, 'TOTAL_V': 8850}"
deposito.DBF,1275,OPERADOR vacio,"{'NUMERO': 1276, 'FECHA': datetime.date(2018, 11, 30), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 0, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 1, 'POR_01C': 3, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 0, 'VAL_10K': 0, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 500, 'VAL_01C': 300, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 800, 'TOTAL_V': 800}"
deposito.DBF,1287,OPERADOR vacio,"{'NUMERO': 1288, 'FECHA': datetime.date(2018, 11, 30), 'TURNO': 3, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 0, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 1, 'PROMO_C': 0, 'VAL_20K': 0, 'VAL_10K': 0, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 4500, 'PROMO_V': 0, 'VAL_OTRO': 4500, 'VAL_COMB': 0, 'TOTAL_V': 4500}"
deposito.DBF,1320,OPERADOR vacio,"{'NUMERO': 1321, 'FECHA': datetime.date(2018, 12, 1), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 2, 'POR_10K': 4, 'POR_05K': 6, 'POR_02K': 4, 'POR_01K': 7, 'POR_05C': 11, 'POR_01C': 42, 'POR_50U': 6, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 1, 'VAL_20K': 40000, 'VAL_10K': 40000, 'VAL_05K': 30000, 'VAL_02K': 8000, 'VAL_01K': 7000, 'VAL_05C': 5500, 'VAL_01C': 4200, 'VAL_50U': 300, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 3500, 'VAL_OTRO': 3500, 'VAL_COMB': 135000, 'TOTAL_V': 138500}"
deposito.DBF,1342,OPERADOR vacio,"{'NUMERO': 1343, 'FECHA': datetime.date(2018, 12, 2), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 0, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 4, 'VAL_20K': 0, 'VAL_10K': 0, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 14000, 'VAL_OTRO': 14000, 'VAL_COMB': 0, 'TOTAL_V': 14000}"
deposito.DBF,1382,OPERADOR vacio,"{'NUMERO': 1383, 'FECHA': datetime.date(2018, 12, 3), 'TURNO': 2, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 0, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 23, 'POR_01C': 185, 'POR_50U': 74, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 0, 'VAL_10K': 0, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 11500, 'VAL_01C': 18500, 'VAL_50U': 3700, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 33700, 'TOTAL_V': 33700}"
deposito.DBF,1395,OPERADOR vacio,"{'NUMERO': 1396, 'FECHA': datetime.date(2018, 12, 4), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 0, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 0, 'VAL_10K': 0, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 0, 'TOTAL_V': 0}"
deposito.DBF,1403,OPERADOR vacio,"{'NUMERO': 1404, 'FECHA': datetime.date(2018, 12, 4), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 2, 'POR_10K': 0, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 40000, 'VAL_10K': 0, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 40000, 'TOTAL_V': 40000}"
deposito.DBF,1432,OPERADOR vacio,"{'NUMERO': 1433, 'FECHA': datetime.date(2018, 12, 5), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 0, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 0, 'VAL_10K': 0, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 0, 'TOTAL_V': 0}"
deposito.DBF,1433,OPERADOR vacio,"{'NUMERO': 1434, 'FECHA': datetime.date(2018, 12, 5), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 0, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 0, 'VAL_10K': 0, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 0, 'TOTAL_V': 0}"
deposito.DBF,1434,OPERADOR vacio,"{'NUMERO': 1435, 'FECHA': datetime.date(2018, 12, 5), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 0, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 0, 'VAL_10K': 0, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 0, 'TOTAL_V': 0}"
deposito.DBF,1470,OPERADOR vacio,"{'NUMERO': 1471, 'FECHA': datetime.date(2018, 12, 6), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 2, 'POR_10K': 1, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 15, 'POR_05C': 11, 'POR_01C': 34, 'POR_50U': 6, 'POR_10U': 9, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 40000, 'VAL_10K': 10000, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 15000, 'VAL_05C': 5500, 'VAL_01C': 3400, 'VAL_50U': 300, 'VAL_10U': 90, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 74290, 'TOTAL_V': 74290}"
deposito.DBF,1479,OPERADOR vacio,"{'NUMERO': 1480, 'FECHA': datetime.date(2018, 12, 6), 'TURNO': 2, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 0, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 1, 'VAL_20K': 0, 'VAL_10K': 0, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 3500, 'VAL_OTRO': 3500, 'VAL_COMB': 0, 'TOTAL_V': 3500}"
deposito.DBF,1514,OPERADOR vacio,"{'NUMERO': 1516, 'FECHA': datetime.date(2018, 12, 7), 'TURNO': 0, 'OPERADOR': '', 'POR_20K': 0, 'POR_10K': 4, 'POR_05K': 0, 'POR_02K': 0, 'POR_01K': 0, 'POR_05C': 0, 'POR_01C': 0, 'POR_50U': 0, 'POR_10U': 0, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 0, 'VAL_10K': 40000, 'VAL_05K': 0, 'VAL_02K': 0, 'VAL_01K': 0, 'VAL_05C': 0, 'VAL_01C': 0, 'VAL_50U': 0, 'VAL_10U': 0, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 40000, 'TOTAL_V': 40000}"
deposito.DBF,1526,OPERADOR vacio,"{'NUMERO': 1528, 'FECHA': datetime.date(2018, 12, 7), 'TURNO': 3, 'OPERADOR': '', 'POR_20K': 1, 'POR_10K': 2, 'POR_05K': 10, 'POR_02K': 3, 'POR_01K': 6, 'POR_05C': 5, 'POR_01C': 5, 'POR_50U': 2, 'POR_10U': 1, 'ACEITE_C': 0, 'PROMO_C': 0, 'VAL_20K': 20000, 'VAL_10K': 20000, 'VAL_05K': 50000, 'VAL_02K': 6000, 'VAL_01K': 6000, 'VAL_05C': 2500, 'VAL_01C': 500, 'VAL_50U': 100, 'VAL_10U': 10, 'ACEITE_V': 0, 'PROMO_V': 0, 'VAL_OTRO': 0, 'VAL_COMB': 105110, 'TOTAL_V': 105110}"
